"DispNum3","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","HiAct","HostLev","Recip","NumA","NumB","Ongo2010","StDate","EndDate","incidnum","year","loctext","latitude","longitude","onset"
2,"01","07",1902,"24","01",1903,6,1,0,7,3,0,1,1,0,"01/01/1902","24/24/1903",2001,1902,"Alaska-Canadian border",58.50917,-134.6889,1
3,"02","05",1913,"25","10",1913,4,3,0,8,3,0,1,1,0,"02/02/1913","25/25/1913",3001,1913,"Austria's border with Serbia",44.81194,20.46556,1
4,"15","05",1946,"13","11",1946,5,3,2,16,4,1,1,1,0,"15/15/1946","13/13/1946",4001,1946,"Corfu Channel",39.62,19.91972,1
7,"13","10",1951,"26","01",1952,1,3,2,17,4,1,1,1,0,"13/13/1951","26/26/1952",7001,1951,"Suez canal zone",29.91667,32.55,1
8,"01","07",1856,"14","03",1857,1,2,6,20,5,1,1,1,0,"01/01/1856","14/14/1857",8001,1856,"Iran",35.67194,51.42445,1
9,"29","12",1889,"10","01",1890,6,1,0,7,3,0,1,1,0,"29/29/1889","10/10/1890",9001,1889,"Waters off Mozambique",-25.96528,32.58917,1
11,"11","03",1938,"12","03",1938,4,1,0,14,4,0,1,1,0,"11/11/1938","12/12/1938",11001,1938,"Austrian Border",48.2,16.36667,1
12,"11","03",1938,"30","09",1938,4,1,0,16,4,1,1,5,0,"11/11/1938","30/30/1938",12001,1938,".",50.5,13,1
13,"06","04",1863,"17","08",1863,1,2,-9,15,4,0,3,1,0,"06/06/1863","17/17/1863",13001,1863,".",32.13,129.78,1
14,"15","10",1895,"31","12",1895,4,3,0,7,3,0,1,1,0,"15/15/1895","31/31/1895",14001,1895,"Constantinople",41.01861,28.96472,1
15,"01","01",1839,"23","03",1839,6,1,0,15,4,1,1,1,0,"01/01/1839","23/23/1839",15001,1839,"Maine-New Brunswick Border",45.95,-66.63333,1
16,"25","12",1897,"05","02",1898,4,3,0,7,3,0,2,2,0,"25/25/1897","05/05/1898",16001,1897,".",35.33,130.38,1
19,"15","01",1848,"23","03",1849,5,1,6,20,5,1,1,3,0,"15/15/1848","23/23/1849",19001,1848,".",46.83,11.97,1
20,"18","11",1945,"09","05",1946,3,1,0,7,3,0,1,1,0,"18/18/1945","09/09/1946",20001,1945,"Northern Iran",38.24944,48.30139,1
21,"21","11",1912,"03","12",1912,5,3,0,10,3,0,1,2,0,"21/21/1912","03/03/1912",21001,1912,".",45.89,19,1
22,"09","06",1940,"17","06",1940,1,2,-9,16,4,1,1,1,0,"09/09/1940","17/17/1940",22001,1940,"Latvia",56.95,24.1,1
23,"01","03",1939,"18","10",1939,4,1,0,13,4,0,1,1,0,"01/01/1939","18/18/1939",23001,1939,"Soviet/Estonian border",57.69556,27.46083,1
25,"02","08",1831,"02","02",1832,5,3,-9,17,4,1,1,3,0,"02/02/1831","02/02/1832",25001,1831,".",51.42,5.279,1
26,"21","03",1948,"25","07",1949,5,3,0,16,4,1,1,3,0,"21/21/1948","25/25/1949",26001,1948,".",52.52,13.38,1
27,"25","07",1961,"28","10",1961,5,3,0,17,4,1,4,4,0,"25/25/1961","28/28/1961",27001,1961,".",52.52,13.38,1
28,"19","07",1961,"05","09",1961,6,1,3,17,4,1,1,1,0,"19/19/1961","05/05/1961",28001,1961,"Bizerte,Tunisia",37.27444,9.873889,1
30,"06","10",1908,"31","03",1909,3,1,-9,17,4,1,1,1,0,"06/06/1908","31/31/1909",30001,1908,"Bosnia",43.85,18.38333,1
31,"30","05",1900,"16","08",1900,1,2,6,20,5,1,8,1,0,"30/30/1900","16/16/1900",31001,1900,".",37.33,105.7,1
38,"29","12",1837,"05","01",1838,5,3,0,16,4,1,1,1,0,"29/29/1837","05/05/1838",38001,1837,"Niagara River",43.05,-79.01667,1
40,"10","04",1928,"18","11",1928,4,1,3,17,4,1,1,1,0,"10/10/1928","18/18/1928",40001,1928,"Shantung Province Manchuria",36.66833,116.9972,1
41,"27","05",1929,"03","12",1929,8,4,6,20,5,1,1,1,0,"27/27/1929","03/03/1929",41001,1929,"Harbin, North Manchuria",45.75,126.65,1
43,"14","11",1897,"06","03",1898,1,1,0,17,4,1,1,1,0,"14/14/1897","06/06/1898",43001,1897,"Kiaochau",38.02583,110.4803,1
50,"11","02",1953,"19","01",1956,5,3,2,17,4,1,3,2,0,"11/11/1953","19/19/1956",50001,1953,".",24.61,119.9,1
51,"24","06",1950,"27","07",1953,5,1,6,20,5,1,2,15,0,"24/24/1950","27/27/1953",51001,1950,".",37.96,126.57,1
53,"22","08",1956,"23","08",1956,5,3,0,16,4,1,1,1,0,"22/22/1956","23/23/1956",53001,1956,"Taiwan Straits",24,119,1
55,"29","08",1923,"27","09",1923,3,1,0,16,4,0,1,1,0,"29/29/1923","27/27/1923",55001,1923,"Corfu",39.45333,19.91972,1
56,"15","02",1897,"15","08",1897,4,2,-9,16,4,0,6,2,0,"15/15/1897","15/15/1897",56001,1897,".",38.96,25.11,1
57,"31","05",1853,"30","03",1856,2,1,6,20,5,1,1,5,0,"31/31/1853","30/30/1856",57001,1853,".",47.88,28.93,1
61,"28","01",1962,"12","12",1962,4,1,0,16,4,1,1,2,0,"28/28/1962","12/12/1962",61001,1962,".",22.74,-75.58,1
64,"05","04",1826,"06","10",1826,4,1,0,7,3,0,1,1,0,"05/05/1826","06/06/1826",64001,1826,"Danubian Principalities",45.45,28.05,1
65,"01","07",1883,"01","07",1883,4,1,0,1,2,0,1,1,0,"01/01/1883","01/01/1883",65001,1883,"Danube region",44.81194,20.46556,1
67,"25","07",1934,"31","07",1934,5,3,0,7,3,0,3,1,0,"25/25/1934","31/31/1934",67001,1934,".",50.81,14.1,1
68,"01","01",1900,"09","02",1900,4,2,0,7,3,0,2,1,0,"01/01/1900","09/09/1900",68001,1900,".",18.67,-68.26,1
69,"25","03",1914,"29","11",1916,1,2,0,16,4,0,1,1,0,"25/25/1914","29/29/1916",69001,1914,"Dominican Republic, Puerto Plata",19.8,-70.68333,1
71,"17","01",1850,"27","04",1850,4,1,0,13,4,0,1,1,0,"17/17/1850","27/27/1850",71001,1850,"Piraeus, Greece",37.95,23.63333,1
72,"23","06",1934,"23","06",1934,4,3,0,7,3,0,1,1,0,"23/23/1934","23/23/1934",72001,1934,"Durazzo, Albania",41.32306,19.43861,1
77,"18","09",1898,"04","11",1898,4,1,0,7,3,1,1,1,0,"18/18/1898","04/04/1898",77001,1898,"Fashoda, Sudan",9.883333,32.11666,1
78,"17","07",1847,"17","01",1848,5,3,0,7,3,0,1,1,0,"17/17/1847","17/17/1848",78001,1847,"Ferrara, Papal States",46.72278,12.13417,1
86,"25","03",1907,"23","03",1908,1,3,-9,17,4,1,2,1,0,"25/25/1907","23/23/1908",86001,1907,".",33.72,-7.27,1
88,"06","07",1870,"25","02",1871,2,2,6,20,5,1,4,1,0,"06/06/1870","25/25/1871",88001,1870,".",49,8.31,1
89,"21","09",1822,"13","11",1823,1,2,6,20,5,1,4,1,0,"21/21/1822","13/13/1823",89001,1822,".",42.67,0.61,1
91,"22","05",1887,"22","05",1887,5,3,0,3,2,0,1,1,0,"22/22/1887","22/22/1887",91001,1887,"Turkey",39.935,32.86417,1
92,"18","02",1964,"29","02",1964,1,2,2,17,4,1,1,1,0,"18/18/1964","29/29/1964",92001,1964,"Libreville",0.3833333,9.45,1
95,"01","10",1909,"01","04",1910,4,1,0,7,3,0,1,1,0,"01/01/1909","01/01/1910",95001,1909,"Haitian Ports (Port-au-Prince)",18.53917,-72.335,1
96,"26","04",1886,"07","06",1886,4,3,0,13,4,0,5,1,0,"26/26/1886","07/07/1886",96001,1886,".",38.24,21.47,1
100,"13","12",1914,"09","09",1915,4,1,0,16,4,0,1,1,0,"13/13/1914","09/09/1915",100001,1914,"Haiti",18.53917,-72.335,1
104,"01","03",1880,"01","07",1880,6,1,0,7,3,1,1,1,0,"01/01/1880","01/01/1880",104001,1880,"Ili region, Xinjiang",43.87333,77.18445,1
106,"23","04",1895,"01","07",1895,4,3,0,7,3,0,3,1,0,"23/23/1895","01/01/1895",106001,1895,".",45.71,142.11,1
108,"07","04",1939,"08","04",1939,2,2,-9,14,4,0,1,1,0,"07/07/1939","08/08/1939",108001,1939,"Albania",41.3275,19.81889,1
109,"01","09",1904,"01","10",1904,5,3,0,10,3,0,1,1,0,"01/01/1904","01/01/1904",109001,1904,"Italian-Austrian Border",47,11.5,1
111,"22","11",1934,"09","05",1936,1,2,6,20,5,1,2,1,0,"22/22/1934","09/09/1936",111001,1934,".",7.05,45.4,1
112,"07","09",1860,"29","09",1860,1,2,6,20,5,1,1,2,0,"07/07/1860","29/29/1860",112001,1860,".",43.18,13.08,1
113,"18","09",1860,"13","02",1861,1,2,6,20,5,1,1,2,0,"18/18/1860","13/13/1861",113001,1860,".",40.34,15.94,1
114,"12","09",1911,"18","10",1911,1,1,6,20,5,1,1,1,0,"12/12/1911","18/18/1911",114001,1911,"Tripoli",32.8925,13.18,1
115,"29","01",1859,"12","07",1859,2,1,6,20,5,1,2,2,0,"29/29/1859","12/12/1859",115001,1859,".",46.83,11.97,1
119,"12","03",1885,"22","05",1885,6,1,0,10,3,1,1,1,0,"12/12/1885","22/22/1885",119001,1885,"Penjdeh,Afghanistan",36.91667,72.3,1
121,"02","07",1853,"02","07",1853,5,3,0,7,3,0,1,1,0,"02/02/1853","02/02/1853",121001,1853,"Dardanelles Strait",40.25,26.41667,1
122,"25","06",1961,"28","02",1962,5,3,0,16,4,1,1,8,0,"25/25/1961","28/28/1962",122001,1961,".",29.7,47.24,1
123,"01","04",1845,"26","03",1846,1,2,-9,17,4,1,2,1,0,"01/01/1845","26/26/1846",123001,1845,".",-36.96,-56.63,1
125,"14","05",1958,"24","10",1958,8,4,0,8,3,1,2,3,0,"14/14/1958","24/24/1958",125001,1958,".",29.95,32.51,1
126,"01","01",1853,"25","02",1853,4,3,0,7,3,0,2,1,0,"01/01/1853","25/25/1853",126001,1853,".",45.39,22.63,1
127,"03","03",1921,"05","11",1921,6,1,0,14,4,0,4,1,0,"03/03/1921","05/05/1921",127001,1921,".",49.43,6.69,1
128,"11","01",1905,"06","12",1905,4,1,0,14,4,0,5,1,0,"11/11/1905","06/06/1905",128001,1905,".",38.39,27.06,1
129,"18","09",1931,"31","05",1933,1,2,6,20,5,1,1,1,0,"18/18/1931","31/31/1933",129001,1931,"Manchuria",45.75,126.65,1
131,"14","09",1899,"01","04",1900,4,1,0,10,3,1,1,2,0,"14/14/1899","01/01/1900",131001,1899,".",42.297,130.633,1
133,"11","01",1923,"15","01",1923,6,1,-9,17,4,1,1,3,0,"11/11/1923","15/15/1923",133001,1923,".",55.5,21.5,1
134,"20","03",1939,"23","03",1939,4,3,0,14,4,0,1,1,0,"20/20/1939","23/23/1939",134001,1939,"Memel",55.5,21.5,1
135,"31","10",1861,"05","02",1867,2,2,6,20,5,1,3,1,0,"31/31/1861","05/05/1867",135001,1861,".",19.333,-96.666,1
136,"09","04",1914,"23","11",1914,1,2,4,17,4,1,1,1,0,"09/09/1914","23/23/1914",136001,1914,"Veracruz, Mexico",31.44722,-112.3581,1
137,"04","05",1831,"11","05",1831,5,3,0,7,3,0,1,1,0,"04/04/1831","11/11/1831",137001,1831,"Oporto, Portugal",41.15,-8.616667,1
139,"01","12",1934,"02","02",1935,3,2,2,17,4,1,1,1,0,"01/01/1934","02/02/1935",139001,1934,"Jehol province",40.9725,118.1697,1
141,"07","06",1880,"25","02",1881,4,1,0,10,3,1,7,1,0,"07/07/1880","25/25/1881",141001,1880,".",42.5,18.1,1
142,"18","07",1821,"10","08",1821,5,3,0,15,4,1,1,1,0,"18/18/1821","10/10/1821",142001,1821,"Danubian Principalities",45.45,28.05,1
144,"09","07",1854,"01","10",1854,5,3,0,16,4,1,1,1,0,"09/09/1854","01/01/1854",144001,1854,"Greytown, Nicaragua",10.91667,-83.7,1
145,"05","01",1927,"28","03",1927,5,3,-9,17,4,1,7,1,0,"05/05/1927","28/28/1927",145001,1927,".",31.2,121.5,1
146,"16","08",1827,"01","04",1828,1,2,6,16,4,1,3,1,0,"16/16/1827","01/01/1828",146001,1827,".",38.39,27.06,1
147,"01","01",1821,"24","03",1821,1,2,2,17,4,1,1,1,0,"01/01/1821","24/24/1821",147001,1821,"Rieti, Italy (Papal States)",42.4,12.85,1
148,"22","04",1959,"01","08",1960,5,3,1,17,4,1,1,1,0,"22/22/1959","01/01/1960",148001,1959,"Nepal/China Border",29.65,84.16666,1
149,"18","11",1856,"26","05",1857,6,1,0,10,3,1,1,1,0,"18/18/1856","26/26/1857",149001,1856,"Neuchatel, SWZ",47,6.966667,1
151,"02","05",1926,"23","09",1926,4,2,0,14,4,0,1,1,0,"02/02/1926","23/23/1926",151001,1926,"Bluefields, Nicaragua",12,-83.75,1
152,"01","12",1896,"14","06",1898,6,1,0,17,4,1,1,1,0,"01/01/1896","14/14/1898",152001,1896,"Nigeria-Dahomey border",9.35,2.616667,1
153,"22","06",1833,"10","07",1833,4,3,0,7,3,0,2,2,0,"22/22/1833","10/10/1833",153001,1833,".",40.2,26.6,1
154,"26","09",1850,"29","11",1850,6,1,-9,17,4,1,1,6,0,"26/26/1850","29/29/1850",154001,1850,".",49.12,13.55,1
156,"01","02",1906,"12","05",1906,3,3,0,14,4,1,1,1,0,"01/01/1906","12/12/1906",156001,1906,"Taba, border of Palestine and Sinai",29.48639,34.90194,1
157,"07","07",1937,"07","12",1941,9,2,6,21,5,1,1,1,0,"07/07/1937","07/07/1941",157001,1937,"China",39.92889,116.3883,1
158,"21","02",1921,"09","09",1921,4,3,-9,17,4,1,2,1,0,"21/21/1921","09/09/1921",158001,1921,".",8.94,-82.53,1
159,"02","11",1903,"25","01",1904,1,2,0,13,4,1,1,1,0,"02/02/1903","25/25/1904",159001,1903,"Panama",8.966666,-79.53333,1
160,"21","03",1838,"09","03",1839,1,2,3,16,4,1,1,1,0,"21/21/1838","09/09/1839",160001,1838,"East Coast of Mexico near Veracruz",31.44722,-112.3581,1
164,"31","05",1904,"28","06",1904,7,1,0,7,3,0,3,1,0,"31/31/1904","28/28/1904",164001,1904,".",33.72,-7.27,1
165,"02","11",1911,"29","09",1912,1,2,-9,17,4,1,1,1,0,"02/02/1911","29/29/1912",165001,1911,"Northern Iran",38.08,46.29194,1
166,"16","04",1908,"17","06",1908,5,3,0,16,4,0,1,1,0,"16/16/1908","17/17/1908",166001,1908,"Northern Iran",38.08,46.29194,1
167,"10","03",1821,"08","04",1821,1,2,-9,17,4,1,1,1,0,"10/10/1821","08/08/1821",167001,1821,"Piedmont",44.38334,7.533333,1
169,"01","09",1939,"29","09",1939,1,2,-9,16,4,1,1,1,0,"01/01/1939","29/29/1939",169001,1939,"Poland",52.25,21,1
172,"07","01",1962,"19","12",1962,5,3,-9,16,4,1,1,2,0,"07/07/1962","19/19/1962",172001,1962,".",24.61,119.9,1
173,"22","07",1958,"19","12",1958,5,3,-9,17,4,1,2,2,0,"22/22/1958","19/19/1958",173001,1958,".",24.61,119.9,1
174,"07","03",1936,"07","03",1936,4,3,0,7,3,1,1,2,0,"07/07/1936","07/07/1936",174001,1936,".",49.43,6.69,1
175,"18","02",1849,"01","07",1849,1,2,6,20,5,1,3,1,0,"18/18/1849","01/01/1849",175001,1849,".",41.96,12.66,1
177,"15","08",1922,"11","07",1923,6,1,0,14,4,0,2,1,0,"15/15/1922","11/11/1923",177001,1922,".",49,8.36,1
178,"01","04",1932,"23","03",1935,5,3,-9,17,4,1,1,1,0,"01/01/1932","23/23/1935",178001,1932,"Manchuria",45.75,126.65,1
179,"08","10",1939,"12","03",1940,1,2,6,20,5,1,1,1,0,"08/08/1939","12/12/1940",179001,1939,"Finland",60.17556,24.93417,1
180,"29","06",1903,"15","09",1905,2,1,6,20,5,1,1,2,0,"29/29/1903","15/15/1905",180001,1903,".",38.8,121.26,1
182,"08","01",1935,"31","03",1936,3,3,-9,17,4,1,2,1,0,"08/08/1935","31/31/1936",182001,1935,".",47.92,117.8,1
183,"11","05",1939,"16","09",1939,1,1,6,20,5,1,2,1,0,"11/11/1939","16/16/1939",183001,1939,".",47.92,117.8,1
184,"09","07",1938,"11","08",1938,5,1,6,20,5,1,1,1,0,"09/09/1938","11/11/1938",184001,1938,"Tumen River",31.76667,104.1,1
185,"17","10",1956,"21","10",1956,2,1,0,16,4,1,1,1,0,"17/17/1956","21/21/1956",185001,1956,"Poland",52.25,21,1
186,"12","07",1920,"03","08",1920,5,3,0,1,2,0,1,1,0,"12/12/1920","03/03/1920",186001,1920,"Poland",52.25,21,1
187,"31","10",1876,"31","01",1878,1,1,6,20,5,1,1,1,0,"31/31/1876","31/31/1878",187001,1876,"Balkans",42.68333,23.31667,1
189,"01","11",1827,"14","09",1829,1,1,6,20,5,1,1,1,0,"01/01/1827","14/14/1829",189001,1827,"Danubian Principalities",45.45,28.05,1
191,"18","12",1888,"16","03",1889,5,1,0,17,4,1,1,2,0,"18/18/1888","16/16/1889",191001,1888,".",-9999,-9999,1
194,"17","04",1863,"20","07",1864,1,2,6,20,5,1,7,2,0,"17/17/1863","20/20/1864",194001,1863,".",54.92,9.26,1
196,"04","02",1893,"03","10",1893,1,2,6,20,5,1,1,2,0,"04/04/1893","03/03/1893",196001,1893,".",13.91,100.61,1
197,"21","11",1917,"01","04",1920,2,3,-9,17,4,1,5,1,0,"21/21/1917","01/01/1920",197001,1917,".",43.11,131.99,1
198,"01","09",1848,"11","09",1848,4,2,0,7,3,0,2,1,0,"01/01/1848","11/11/1848",198001,1848,".",37.58,14.32,1
199,"02","11",1961,"21","11",1962,2,2,6,20,5,1,1,1,0,"02/02/1961","21/21/1962",199001,1961,"NEFA",28,94.5,1
200,"01","09",1955,"06","11",1956,2,2,6,20,5,1,2,4,0,"01/01/1955","06/06/1956",200001,1955,".",30.37,34.7,1
202,"14","04",1883,"09","06",1885,2,2,6,20,5,1,1,1,0,"14/14/1883","09/09/1885",202001,1883,"China",39.92889,116.3883,1
203,"23","06",1959,"31","10",1961,5,3,-9,17,4,1,1,1,0,"23/23/1959","31/31/1961",203001,1959,"NEFA(Longju)",28.63333,93.55,1
207,"01","01",1858,"08","06",1858,3,3,0,16,4,1,1,1,0,"01/01/1858","08/08/1858",207001,1858,"Gulf of Mexico",25,-90,1
208,"10","03",1953,"31","03",1953,5,3,1,16,4,1,2,2,0,"10/10/1953","31/31/1953",208001,1953,".",49.36,13.21,1
210,"28","07",1936,"29","03",1939,1,2,6,16,4,1,3,1,0,"28/28/1936","29/29/1939",210001,1936,".",40.51,-2.96,1
211,"02","04",1920,"16","07",1920,2,2,0,14,4,1,1,2,0,"02/02/1920","16/16/1920",211001,1920,".",49,8.36,1
212,"01","02",1888,"01","03",1888,5,3,0,7,3,1,1,3,0,"01/01/1888","01/01/1888",212001,1888,".",-9999,-9999,1
216,"01","11",1836,"01","12",1836,7,1,0,15,4,0,1,1,0,"01/01/1836","01/01/1836",216001,1836,"Port of Sudjuk-Kali, Black Sea",43,35,1
217,"01","08",1840,"27","11",1840,5,3,0,7,3,0,1,4,0,"01/01/1840","27/27/1840",217001,1840,".",-9999,-9999,1
220,"25","07",1870,"05","10",1870,4,3,0,10,3,1,3,1,0,"25/25/1870","05/05/1870",220001,1870,".",39.13,117.2,1
224,"04","11",1865,"24","11",1865,4,3,0,7,3,0,3,1,0,"04/04/1865","24/24/1865",224001,1865,".",36.21,138.93,1
225,"07","11",1861,"26","12",1861,7,1,0,15,4,1,1,1,0,"07/07/1861","26/26/1861",225001,1861,"Bahama Channel",22.3,-78,1
227,"13","03",1861,"21","09",1861,3,3,2,14,4,1,1,2,0,"13/13/1861","21/21/1861",227001,1861,".",45.02,140.02,1
228,"01","03",1881,"01","08",1881,3,3,0,7,3,1,1,1,0,"01/01/1881","01/01/1881",228001,1881,"Tunisia",36.80278,10.17972,1
230,"29","04",1919,"13","03",1921,2,1,-9,16,4,1,1,1,0,"29/29/1919","13/13/1921",230001,1919,"Adalia, SW Turkey",36.88334,30.7,1
231,"26","04",1849,"25","05",1849,4,2,0,16,4,0,1,1,0,"26/26/1849","25/25/1849",231001,1849,"Livorno",43.55,10.31667,1
235,"04","07",1940,"07","07",1940,9,3,-9,21,5,1,1,1,0,"04/04/1940","07/07/1940",235001,1940,"Mers-el-Kebir, Algeria",35.73333,-0.7166666,1
236,"06","10",1849,"13","11",1849,5,3,0,7,3,1,3,1,0,"06/06/1849","13/13/1849",236001,1849,".",46.87,29.65,1
237,"28","12",1899,"15","01",1900,7,1,0,15,4,0,1,1,0,"28/28/1899","15/15/1900",237001,1899,"Delagoa Bay",-25.98333,32.7,1
238,"10","05",1913,"14","05",1913,1,3,0,7,3,0,1,1,0,"10/10/1913","14/14/1913",238001,1913,"off Puerto Barrios, Guatemala",15.71667,-88.6,1
239,"22","07",1864,"14","09",1864,1,3,-9,16,4,1,4,1,0,"22/22/1864","14/14/1864",239001,1864,".",36.21,138.93,1
241,"05","05",1923,"11","06",1923,7,1,0,15,4,1,1,1,0,"05/05/1923","11/11/1923",241001,1923,"Artic Ocean near Murmansk",68.66666,37.5,1
242,"21","10",1904,"05","11",1904,3,1,0,16,4,1,1,1,0,"21/21/1904","05/05/1904",242001,1904,"Dogger Bank, North Sea",55,3,1
246,"22","04",1960,"26","04",1961,5,3,0,16,4,1,2,1,0,"22/22/1960","26/26/1961",246001,1960,".",21.8,-78.7,1
247,"01","01",1905,"01","01",1905,4,1,0,7,3,0,1,1,0,"01/01/1905","01/01/1905",247001,1905,"Coast off Dominican Republic",18.46667,-69.9,1
248,"31","01",1932,"13","02",1932,5,3,0,7,3,0,2,1,0,"31/31/1932","13/13/1932",248001,1932,".",46.54,125.82,1
249,"01","05",1910,"01","05",1910,5,3,0,7,3,0,1,1,0,"01/01/1910","01/01/1910",249001,1910,"Caribbean coast off Nicaragua",12.9,-83.53333,1
251,"09","04",1965,"09","04",1965,5,3,-9,17,4,1,1,1,0,"09/09/1965","09/09/1965",251001,1965,"Taiwan Straits",24,119,1
252,"04","12",1945,"04","10",1946,5,3,0,10,3,1,1,2,0,"04/04/1945","04/04/1946",252001,1945,".",40.924,43.861,1
253,"01","05",1960,"18","07",1960,7,1,0,16,4,1,5,1,0,"01/01/1960","18/18/1960",253001,1960,".",36.996,72.64,1
254,"23","07",1902,"19","02",1903,6,1,-9,16,4,1,3,2,0,"23/23/1902","19/19/1903",254001,1902,".",10.23,-64.71,1
256,"31","10",1873,"10","11",1873,3,1,0,15,4,1,1,2,0,"31/31/1873","10/10/1873",256001,1873,".",20.08,-75.15,1
257,"23","07",1914,"11","11",1918,2,2,6,20,5,1,4,11,0,"23/23/1914","11/11/1918",257001,1914,".",46.08,19.54,1
258,"25","03",1939,"14","08",1945,1,2,6,20,5,1,23,10,0,"25/25/1939","14/14/1945",258001,1939,".",54.398,21.627,1
259,"03","06",1956,"06","09",1958,1,3,-9,17,4,1,1,1,0,"03/03/1956","06/06/1958",259001,1956,"Border of Yemen/Aden Protectorate",12.8,45.03333,1
260,"26","09",1914,"25","05",1915,4,1,0,14,4,0,1,1,0,"26/26/1914","25/25/1915",260001,1914,"Shantung Province",36,119,1
261,"03","04",1865,"26","07",1866,2,2,6,20,5,1,8,3,0,"03/03/1865","26/26/1866",261001,1865,".",50.449,12.907,1
262,"05","09",1944,"05","09",1944,1,1,0,18,4,0,1,1,0,"05/05/1944","05/05/1944",262001,1944,".",42.6,25.31,1
266,"08","02",1958,"17","06",1958,6,1,0,16,4,1,1,1,0,"08/08/1958","17/17/1958",266001,1958,"Tunisia-Algeria border",35.40417,8.124166,1
301,"01","11",1835,"01","12",1835,3,1,0,8,3,1,1,1,0,"01/01/1835","01/01/1835",301001,1835,"Carribean",18,-76.8,1
304,"20","04",1854,"22","11",1854,5,3,0,7,3,1,1,1,0,"20/20/1854","22/22/1854",304001,1854,"Galicia, Transylvania",49.51667,23.2,1
306,"17","09",1860,"19","01",1861,8,4,0,7,3,0,1,1,0,"17/17/1860","19/19/1861",306001,1860,"Rome in Central Italy",41.9,12.48333,1
307,"06","05",1877,"13","06",1878,4,1,0,7,3,1,1,1,0,"06/06/1877","13/13/1878",307001,1877,"Malta",35.89972,14.51472,1
309,"25","03",1898,"01","04",1898,4,1,0,7,3,0,1,1,0,"25/25/1898","01/01/1898",309001,1898,"Chinese coast",27.1,120.3167,1
310,"01","10",1905,"01","12",1905,5,3,0,7,3,0,1,1,0,"01/01/1905","01/01/1905",310001,1905,"Caribbean Sea",15,-75,1
311,"02","04",1908,"20","04",1908,4,1,0,7,3,0,1,1,0,"02/02/1908","20/20/1908",311001,1908,"Tripoli, Libya",32.8925,13.18,1
312,"01","11",1910,"28","12",1910,7,1,0,15,4,1,1,1,0,"01/01/1910","28/28/1910",312001,1910,"Waters off Tripoli",32.8925,13.18,1
313,"15","03",1910,"14","10",1910,4,1,0,7,3,0,1,1,0,"15/15/1910","14/14/1910",313001,1910,"Southern Iran",26.23333,59.03333,1
314,"02","10",1911,"15","10",1911,6,1,0,7,3,0,1,1,0,"02/02/1911","15/15/1911",314001,1911,"Albania, Adriatic Sea",41.32306,19.44139,1
315,"01","07",1911,"11","10",1911,6,1,0,7,3,1,1,2,0,"01/01/1911","11/11/1911",315001,1911,".",49,8.36,1
316,"16","01",1912,"27","01",1912,7,3,0,15,4,1,1,1,0,"16/16/1912","27/27/1912",316001,1912,"Off the coast of Tunis",37,10.5,1
317,"02","11",1912,"31","03",1913,5,3,0,7,3,0,1,2,0,"02/02/1912","31/31/1913",317001,1912,".",42.6,25.31,1
320,"25","08",1914,"23","05",1915,9,3,0,21,5,1,1,3,0,"25/25/1914","23/23/1915",320001,1914,".",50.88,4.7,1
321,"10","03",1916,"05","02",1917,1,3,-9,17,4,1,1,1,0,"10/10/1916","05/05/1917",321001,1916,"US-MEX border",31.21917,-105.9383,1
322,"13","05",1916,"29","11",1916,1,2,-9,14,4,0,1,1,0,"13/13/1916","29/29/1916",322001,1916,"Dominican Republic",18.46667,-69.9,1
323,"06","06",1916,"27","06",1917,4,2,2,17,4,1,2,1,0,"06/06/1916","27/27/1917",323001,1916,".",36.63,23.17,1
324,"07","03",1915,"29","06",1917,9,3,-9,21,5,1,3,1,0,"07/07/1915","29/29/1917",324001,1915,".",35.31,25.02,1
327,"16","03",1920,"23","08",1920,5,3,0,14,4,0,3,1,0,"16/16/1920","23/23/1920",327001,1920,".",41.02,28.96,1
328,"16","09",1922,"24","07",1923,6,1,0,14,4,0,3,1,0,"16/16/1922","24/24/1923",328001,1922,".",41.02,28.96,1
336,"30","08",1937,"30","08",1937,5,3,0,16,4,0,1,1,0,"30/30/1937","30/30/1937",336001,1937,"Off Coast of Algeria",36.76305,3.050555,1
337,"14","12",1938,"20","06",1940,4,3,0,13,4,0,1,2,0,"14/14/1938","20/20/1940",337001,1938,".",-9999,-9999,1
339,"02","04",1940,"07","12",1941,9,3,0,21,5,1,1,1,0,"02/02/1940","07/07/1941",339001,1940,"Pacific Ocean",1.840833,-157.7667,1
343,"02","10",1966,"07","06",1968,5,3,1,17,4,1,1,1,0,"02/02/1966","07/07/1968",343001,1966,"Amur and Ussuri Rivers",52.93333,141.1667,1
345,"23","05",1967,"19","06",1967,5,3,0,7,3,1,1,2,0,"23/23/1967","19/19/1967",345001,1967,".",-9999,-9999,1
346,"23","04",1968,"12","11",1968,1,2,0,14,4,0,5,1,0,"23/23/1968","12/12/1968",346001,1968,".",48.78,22.56,1
347,"23","01",1968,"22","12",1968,7,3,0,15,4,1,1,1,0,"23/23/1968","22/22/1968",347001,1968,"Sea of Japan",43.5,135.75,1
349,"02","03",1969,"13","12",1969,5,3,3,17,4,1,1,1,0,"02/02/1969","13/13/1969",349001,1969,"Amur and Ussuri Rivers",52.93333,141.1667,1
