"DispNum3","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","HiAct","HostLev","Recip","NumA","NumB","Ongo2010","StDate","EndDate","incidnum","year","loctext","latitude","longitude","onset"
3855,"14","07",1940,"27","12",1940,5,3,0,16,4,0,1,1,0,"14/14/1940","27/27/1940",3855001,1940,"Atlantic Ocean near W Africa and Spain",36,-8,1
3856,"11","10",1940,"11","10",1940,5,3,0,7,3,0,1,1,0,"11/11/1940","11/11/1940",3856001,1940,"gre-bulg Border",41.29306,24.6775,1
3857,"11","10",1940,"11","10",1940,5,3,0,7,3,0,1,1,0,"11/11/1940","11/11/1940",3857001,1940,"tur-bulg Border",41.88167,27.02806,1
3858,"11","10",1940,"04","11",1940,4,1,0,11,3,1,2,1,0,"11/11/1940","04/04/1940",3858001,1940,".",-9999,-9999,1
3859,"04","11",1940,"04","11",1940,5,3,0,1,2,0,1,1,0,"04/04/1940","04/04/1940",3859001,1940,"Bulgaria",42.68333,23.31667,1
3860,"14","01",1940,"02","04",1940,7,3,0,15,4,0,1,1,0,"14/14/1940","02/02/1940",3860001,1940,"Hong Kong",22.28333,114.15,1
3861,"11","04",1940,"17","05",1940,4,3,0,7,3,0,1,1,0,"11/11/1940","17/17/1940",3861001,1940,"Hungarian-Slovakian border",48.11666,19.81667,1
3862,"24","11",1940,"24","11",1940,5,3,0,16,4,0,1,1,0,"24/24/1940","24/24/1940",3862001,1940,"Mediterranean Sea",35,20,1
3863,"20","08",1940,"29","10",1940,5,3,0,16,4,0,1,1,0,"20/20/1940","29/29/1940",3863001,1940,"Celtic Sea",50,-9,1
3864,"03","12",1940,"16","12",1940,7,3,0,15,4,0,1,1,0,"03/03/1940","16/16/1940",3864001,1940,"Gibraltar",53.1,0.3333333,1
3866,"09","03",1942,"09","03",1942,5,3,0,16,4,0,1,1,0,"09/09/1942","09/09/1942",3866001,1942,"Atlantic Ocean",16.41417,-37.57639,1
3867,"31","01",1941,"31","01",1941,7,3,0,15,4,0,1,1,0,"31/31/1941","31/31/1941",3867001,1941,"Waters off Falkland Islands",-51.75,-59,1
3868,"22","09",1941,"07","10",1941,4,3,0,3,2,0,1,1,0,"22/22/1941","07/07/1941",3868001,1941,"Bulgaria",42.68333,23.31667,1
3869,"19","09",1941,"07","10",1941,5,3,0,12,3,0,1,1,0,"19/19/1941","07/07/1941",3869001,1941,"Dobritch and Dobriya, Bulgaria",43.56667,27.83333,1
3870,"02","01",1941,"02","01",1941,5,3,0,11,3,0,1,1,0,"02/02/1941","02/02/1941",3870001,1941,"hung-rom Border",46.87611,21.73972,1
3871,"08","02",1941,"08","02",1941,5,3,0,1,2,0,1,1,0,"08/08/1941","08/08/1941",3871001,1941,"Bulgaria",42.68333,23.31667,1
3872,"08","01",1941,"08","01",1941,5,3,0,1,2,0,1,1,0,"08/08/1941","08/08/1941",3872001,1941,"Black Sea",43,35,1
3873,"19","05",1941,"19","05",1941,5,3,0,16,4,0,1,1,0,"19/19/1941","19/19/1941",3873001,1941,"Waters off South Africa",-33.91667,18.41667,1
3874,"13","10",1941,"13","10",1941,5,3,0,16,4,0,1,1,0,"13/13/1941","13/13/1941",3874001,1941,"Atlantic Ocean",16.41417,-37.57639,1
3875,"16","03",1942,"16","03",1942,5,3,0,16,4,0,1,1,0,"16/16/1942","16/16/1942",3875001,1942,"Atlantic Ocean",16.41417,-37.57639,1
3876,"17","03",1942,"07","08",1942,5,3,0,16,4,0,1,1,0,"17/17/1942","07/07/1942",3876001,1942,"Atlantic Ocean",16.41417,-37.57639,1
3877,"24","04",1942,"01","06",1942,5,3,0,18,4,1,2,1,0,"24/24/1942","01/01/1942",3877001,1942,".",-9999,-9999,1
3878,"02","08",1942,"02","08",1942,5,3,0,18,4,0,1,1,0,"02/02/1942","02/02/1942",3878001,1942,"Rumania",44.43333,26.1,1
3879,"24","02",1942,"24","02",1942,5,3,0,16,4,0,1,1,0,"24/24/1942","24/24/1942",3879001,1942,"Carribean Sea",15,-75,1
3880,"09","12",1942,"09","12",1942,5,3,0,18,4,0,1,1,0,"09/09/1942","09/09/1942",3880001,1942,"Cuba",23.13194,-82.36417,1
3881,"01","01",1942,"30","10",1942,5,3,0,16,4,0,1,1,0,"01/01/1942","30/30/1942",3881001,1942,"Carribean Sea",15,-75,1
3882,"21","03",1942,"22","03",1942,5,3,0,16,4,0,1,1,0,"21/21/1942","22/22/1942",3882001,1942,"Atlantic Ocean",16.41417,-37.57639,1
3883,"24","02",1942,"24","02",1942,5,3,0,16,4,0,1,1,0,"24/24/1942","24/24/1942",3883001,1942,"Atlantic Ocean",16.41417,-37.57639,1
3884,"07","02",1943,"07","02",1943,5,3,0,3,2,0,1,1,0,"07/07/1943","07/07/1943",3884001,1943,"Spanish Mediterranean",11.58528,122.7511,1
3885,"18","01",1943,"18","01",1943,5,3,0,16,4,0,1,1,0,"18/18/1943","18/18/1943",3885001,1943,"Atlantic Ocean",16.41417,-37.57639,1
3886,"26","11",1943,"26","11",1943,5,3,0,16,4,0,1,1,0,"26/26/1943","26/26/1943",3886001,1943,"Carribean Sea",15,-75,1
3887,"11","12",1943,"11","12",1943,5,3,0,16,4,0,1,1,0,"11/11/1943","11/11/1943",3887001,1943,"Carribean Sea",15,-75,1
3900,"11","12",1989,"11","12",1989,5,3,0,16,4,0,1,1,0,"11/11/1989","11/11/1989",3900001,1989,"Canadian Waters",48.36611,-61.79278,1
3901,"12","01",1989,"22","12",1989,2,2,3,16,4,1,1,1,0,"12/12/1989","22/22/1989",3901001,1989,"Panama",8.966666,-79.53333,1
3903,"02","08",1989,"02","08",1989,5,3,0,1,2,0,1,1,0,"02/02/1989","02/02/1989",3903001,1989,"Lebanon",33.87194,35.50972,1
3904,"23","05",1989,"29","05",1989,5,3,1,17,4,1,1,1,0,"23/23/1989","29/29/1989",3904001,1989,"hon- el sal Border",13.91667,-88.47472,1
3905,"09","04",1989,"30","09",1989,5,3,1,16,4,1,1,1,0,"09/09/1989","30/30/1989",3905001,1989,"hon-nic Border",14.09917,-85.53555,1
3906,"11","12",1989,"15","12",1989,1,2,0,14,4,0,1,1,0,"11/11/1989","15/15/1989",3906001,1989,"Comoros",-12,44.25,1
3907,"30","11",1989,"12","02",1990,5,3,0,7,3,0,1,1,0,"30/30/1989","12/12/1990",3907001,1989,"Mediterranean Sea off of Lebanon",33.87194,35.50972,1
3908,"29","08",1989,"29","08",1989,5,3,0,16,4,0,1,1,0,"29/29/1989","29/29/1989",3908001,1989,"Mediterranean Sea off of Lebanon",33.87194,35.50972,1
3909,"12","01",1989,"12","01",1989,5,3,0,8,3,1,1,1,0,"12/12/1989","12/12/1989",3909001,1989,"Eastern Aegean Sea, Northern Greece",40.38334,22.78333,1
3910,"10","04",1989,"27","04",1989,5,3,0,16,4,1,1,1,0,"10/10/1989","27/27/1989",3910001,1989,"sen-malawi Border",13.52528,-11.96028,1
3911,"12","03",1989,"12","03",1989,5,3,2,17,4,1,1,1,0,"12/12/1989","12/12/1989",3911001,1989,"ken-uga Border",1.415556,34.87,1
3912,"15","11",1989,"03","02",1990,6,1,1,17,4,1,1,1,0,"15/15/1989","03/03/1990",3912001,1989,"sud-uga Border",3.604722,32.43806,1
3913,"20","09",1989,"20","09",1989,5,3,0,16,4,1,1,1,0,"20/20/1989","20/20/1989",3913001,1989,"ken-som Border",1.172222,41.07917,1
3914,"17","02",1989,"13","03",1989,5,3,1,17,4,1,1,1,0,"17/17/1989","13/13/1989",3914001,1989,"irq-irn Border",33.75889,45.54972,1
3915,"03","06",1989,"03","06",1989,5,3,0,16,4,0,1,1,0,"03/03/1989","03/03/1989",3915001,1989,"Eastern Mediterranean Sea",35,33,1
3916,"11","02",1989,"07","04",1989,5,3,0,16,4,1,1,1,0,"11/11/1989","07/07/1989",3916001,1989,"pak-afg Border",32.54194,69.2825,1
3917,"28","01",1989,"28","01",1989,5,3,0,15,4,0,1,1,0,"28/28/1989","28/28/1989",3917001,1989,"Sea of Japan",43.5,135.75,1
3918,"15","07",1989,"15","07",1989,5,3,0,17,4,1,1,1,0,"15/15/1989","15/15/1989",3918001,1989,"Northeast Sri Lanka",8.566667,81.23333,1
3919,"21","05",1989,"21","05",1989,5,3,0,16,4,0,1,1,0,"21/21/1989","21/21/1989",3919001,1989,"thai-burma Border",16.44611,98.85917,1
3920,"23","01",1989,"22","07",1989,5,3,0,16,4,0,1,1,0,"23/23/1989","22/22/1989",3920001,1989,"Thailand/Cambodian Border",14.23556,103.1356,1
3921,"25","10",1989,"25","10",1989,5,3,0,17,4,1,1,1,0,"25/25/1989","25/25/1989",3921001,1989,"Shatt al-Arab",29.94972,48.57306,1
3922,"21","10",1989,"21","10",1989,5,3,0,16,4,0,1,1,0,"21/21/1989","21/21/1989",3922001,1989,"Turkish air space near border w syria",36.8,39.07111,1
3950,"31","01",1990,"01","05",1990,5,3,0,16,4,1,1,1,0,"31/31/1990","01/01/1990",3950001,1990,"Gulf of Mexico",25,-90,1
3951,"02","10",1990,"02","10",1990,5,3,0,16,4,0,1,1,0,"02/02/1990","02/02/1990",3951001,1990,"Arabian Gulf",27,51,1
3952,"15","04",1990,"24","05",1990,5,1,1,16,4,1,1,1,0,"15/15/1990","24/24/1990",3952001,1990,"sen-guinea-biss Border",13.46694,-13.83444,1
3953,"15","11",1989,"16","04",1990,5,3,2,17,4,1,1,1,0,"15/15/1989","16/16/1990",3953001,1989,"sen-mali border",13.52528,-11.96028,1
3954,"04","01",1990,"04","01",1990,5,3,0,1,2,0,1,1,0,"04/04/1990","04/04/1990",3954001,1990,"ivory-liberia Border",5.921111,-7.664166,1
3955,"21","02",1990,"21","02",1990,5,3,0,16,4,0,1,1,0,"21/21/1990","21/21/1990",3955001,1990,"Luapula River",-9.433333,28.55,1
3956,"02","04",1990,"28","02",1991,5,3,0,16,4,1,1,1,0,"02/02/1990","28/28/1991",3956001,1990,"Iraq and Israel",33.24417,39.92916,1
3957,"28","05",1990,"03","03",1991,2,2,6,20,5,1,2,27,0,"28/28/1990","03/03/1991",3957001,1990,".",29.783,47.284,1
3958,"04","05",1990,"03","03",1991,5,3,1,17,4,1,1,1,0,"04/04/1990","03/03/1991",3958001,1990,"Gulf of Aqaba",29,34.66667,1
3959,"11","02",1990,"22","12",1990,6,1,1,17,4,1,1,1,0,"11/11/1990","22/22/1990",3959001,1990,"Kashmir",34.30667,71.80278,1
3960,"08","02",1990,"21","02",1990,5,3,1,17,4,1,1,1,0,"08/08/1990","21/21/1990",3960001,1990,"thai-burma Border",16.44611,98.85917,1
3961,"25","06",1990,"29","10",1990,6,1,0,16,4,0,1,1,0,"25/25/1990","29/29/1990",3961001,1990,"png-indonesia Border",-5.921945,141.0936,1
3970,"01","02",1991,"03","03",1991,5,3,0,7,3,0,1,1,0,"01/01/1991","03/03/1991",3970001,1991,"sud-egypt border",21.94889,30.85833,1
3971,"24","01",1991,"24","01",1991,5,3,0,1,2,0,1,1,0,"24/24/1991","24/24/1991",3971001,1991,"Persian Gulf",27,51,1
3972,"29","07",1991,"29","07",1991,7,3,0,15,4,0,1,1,0,"29/29/1991","29/29/1991",3972001,1991,"Waters off British Colombia/Alaska",53.90194,-130.4025,1
3973,"21","05",1991,"21","05",1991,5,3,0,16,4,1,1,1,0,"21/21/1991","21/21/1991",3973001,1991,"Persian Gulf",27,51,1
3974,"15","03",1991,"31","12",1991,8,4,-9,17,4,1,3,1,0,"15/15/1991","31/31/1991",3974001,1991,".",29.783,47.284,1
3975,"27","10",1991,"05","11",1991,6,1,0,7,3,0,2,1,0,"27/27/1991","05/05/1991",3975001,1991,".",-3.16,23.41,1
3976,"27","06",1991,"02","08",1991,5,3,0,12,3,1,1,1,0,"27/27/1991","02/02/1991",3976001,1991,"austria-yug border",46.59945,14.97556,1
3977,"22","08",1991,"19","09",1991,5,3,0,12,3,1,1,1,0,"22/22/1991","19/19/1991",3977001,1991,"hung-yug border",45.80833,18.62694,1
3978,"31","03",1991,"01","04",1991,5,3,0,14,4,0,1,1,0,"31/31/1991","01/01/1991",3978001,1991,"Lofa County, Liberia",7.75,-10,1
3979,"27","01",1991,"28","12",1991,5,3,-9,17,4,1,1,1,0,"27/27/1991","28/28/1991",3979001,1991,"ugandan border",3.753611,32.56222,1
3980,"05","08",1991,"27","10",1991,5,3,0,16,4,0,1,1,0,"05/05/1991","27/27/1991",3980001,1991,"irq-turkey border",37.22805,43.69833,1
3981,"04","10",1991,"04","10",1991,5,3,0,12,3,0,1,1,0,"04/04/1991","04/04/1991",3981001,1991,"Western Iraq",33.24417,39.92916,1
3982,"07","08",1991,"29","08",1991,5,3,0,16,4,1,1,1,0,"07/07/1991","29/29/1991",3982001,1991,"Northern Kuwait",29.8,47.83333,1
3983,"09","02",1991,"03","03",1991,5,3,0,8,3,0,1,1,0,"09/09/1991","03/03/1991",3983001,1991,"Taiwan",25.01667,121.45,1
3984,"04","02",1991,"30","03",1991,5,3,0,8,3,0,1,1,0,"04/04/1991","30/30/1991",3984001,1991,"south/north korea border",38.35611,127.4631,1
3985,"01","05",1991,"02","09",1991,5,3,-9,17,4,1,1,1,0,"01/01/1991","02/02/1991",3985001,1991,"Kashmir",34.30667,71.80278,1
3986,"21","12",1991,"21","12",1991,5,3,1,16,4,1,1,1,0,"21/21/1991","21/21/1991",3986001,1991,"bang/burma border",21.315,92.56333,1
3987,"06","10",1991,"13","10",1991,5,1,0,12,3,1,1,1,0,"06/06/1991","13/13/1991",3987001,1991,"ecu/peru border",-2.878889,-77.64278,1
3988,"02","02",1991,"02","02",1991,5,3,0,16,4,1,1,1,0,"02/02/1991","02/02/1991",3988001,1991,"Gulf of Fonseca",13.16667,-87.66666,1
3994,"01","09",1977,"13","06",1978,5,1,-9,17,4,0,1,1,0,"01/01/1977","13/13/1978",3994001,1977,".",32.93,35.519,1
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001001,1994,"Border area of Cambodia/Thailand; 20 km (12 miles) south of Poipet, a Cambodian",13.68333,102.5,1
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001003,1994,"Border area of Cambodia/Thailand; east Thai Chanthaburi province",12.63333,102.2,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001004,1994,"Border area of Cambodia/Thailand, near Thai village of Ban Nong Ian (15 km south",13.33333,99.71667,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001005,1994,"Border area between Cambodia/Thailand.",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001002,1994,"Border area of Cambodia/Thailand; on the outskirts of Poipet, a Cambodian town n",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001007,1994,"Border area between Thailand/Cambodia, Ban Treng, between Battambang and Pailin",13.11667,103.2,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001008,1994,"Border area between Thailand/Cambodia, involving Thai village of Kok Sabang, sou",13.56667,102.3833,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001009,1995,"Thailand claims ambush took place in Thai territory on the Thai/Cambodian border",13.65,102.5667,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001010,1995,"THI/CAM border; Thai side, Ban Saen Sook village, 15 km south of Aranyaprathet.",13.28333,100.85,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001011,1995,"Nong Ian village; 15 km south of Aranyaprathet (in THI).",13.33333,99.71667,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001012,1995,"Thai/Cambodian border (no other location given).",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001013,1995,"Thai border village of Kok Sabang, 55 miles southeast of  Aranyaprathet.",13.61667,102.55,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001014,1995,"Border area around Aranyaprathet, Thailand.",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001015,1995,"Village of Laem Nong Ian, 15 km southeast of Aranyaprathet (Thailand).",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001016,1995,"Thai district of Ta Phraya, 200 km east of Bangkok.",14,102.8,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001017,1996,"An Mah pass inside Thailand.",14.60833,104.8367,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001018,1996,"A Mah pass inside Thailand on Thai/Cambodian border.",14.60833,104.8367,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001006,1994,"Border area between Cambodia/Thailand; involving Poipet (Cambodia) and Aranyapra",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001020,1996,"Ban Khok Sabaeng, Aranyaprathet district, Thailand.",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001021,1996,"No location given.  Border area between Thailand and Cambodia.",13.68333,102.5,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001022,1996,"Border are of Thailand, across from Cambodian town of Poipet.",13.66667,102.5167,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001023,1996,"Cambodian waters off Kah Kong province.",11.33333,103,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001024,1996,"Waters off the coast of the southern Cambodian province of Koh Kong.",11.33333,103,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001025,1996,"Waters off the coast of the southern Cambodian province of Koh Kang.",11.33333,103,0
4001,"01","01",1994,"23","09",1996,5,3,1,17,4,1,1,1,0,"01/01/1994","23/23/1996",4001019,1996,"Laen Nong Ian inside Thailand, southeast of Cambodian town of Poipet, 15 KM sout",13.61667,102.45,0
4002,"08","02",1995,"01","03",1995,5,3,0,16,4,1,1,1,0,"08/08/1995","01/01/1995",4002001,1995,"Karen base of Kawmoora (Burma), opposite Thai town of Mae Sot, 240 miles northwe",16.5,98.5,1
4002,"08","02",1995,"01","03",1995,5,3,0,16,4,1,1,1,0,"08/08/1995","01/01/1995",4002002,1995,"Burmese/Thai border area.  No specific location given.",15.5,98.58334,0
4002,"08","02",1995,"01","03",1995,5,3,0,16,4,1,1,1,0,"08/08/1995","01/01/1995",4002004,1995,"Western Thai border, Tak province, Tha Song Yang district.",17.56667,97.91666,0
4002,"08","02",1995,"01","03",1995,5,3,0,16,4,1,1,1,0,"08/08/1995","01/01/1995",4002003,1995,"Burmese/Thai border area; village of Mae Sot (THI), across from Kawmoora (MYA).",16.71667,98.56667,0
4003,"03","01",1996,"08","01",1996,1,2,0,11,3,1,1,1,0,"03/03/1996","08/08/1996",4003001,1996,"Doi Lang, a mountain on the Thai/Burmese border.",20.08333,99.26667,1
4003,"03","01",1996,"08","01",1996,1,2,0,11,3,1,1,1,0,"03/03/1996","08/08/1996",4003002,1996,"Doi Lang, a mountain on the Thai/Burmese border.",20.08333,99.26667,0
4003,"03","01",1996,"08","01",1996,1,2,0,11,3,1,1,1,0,"03/03/1996","08/08/1996",4003003,1996,"Thai province of Mae Hong Son.",19.26667,97.93333,0
4004,"24","01",1996,"30","01",1996,1,2,0,14,4,1,1,1,0,"24/24/1996","30/30/1996",4004002,1996,"Svan Rieng province, Duong sub-district, inside Cambodia.",11.15,105.75,0
4004,"24","01",1996,"30","01",1996,1,2,0,14,4,1,1,1,0,"24/24/1996","30/30/1996",4004001,1996,"Svan Rieng province, Duong sub-district inside Cambodia.",11.15,105.75,1
4005,"25","06",1996,"25","06",1996,5,3,0,17,4,1,1,1,0,"25/25/1996","25/25/1996",4005001,1995,"Belonia subdivision of South Tripura; banks of Muhari River bordering India and",23.25,91.5,1
4006,"20","05",1996,"22","05",1996,5,3,0,8,3,0,1,1,0,"20/20/1996","22/22/1996",4006001,1996,"Provinces along the India/Bangladesh border (Assam, Meghalaya, Tripura, West Ben",26,93,1
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007001,1993,"Border area of Jammu and Kashmir between Pakistani and Indian controlled sectors",32.71667,74.9,1
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007003,1994,"Nowshera area of Kashmir near line of control separating Indian and Pakistani fo",34,71.98333,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007004,1994,"Kashmir, Pulanwala border village (Indian sector).",32.83333,74.48333,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007005,1994,"Pakistani controlled sector of Kashmir, Darra Sher Khan, Madarpur, Tetrinoth, an",33.73333,73.96667,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007002,1993,"Border area of Kashmir between Pakistani and Indian controlled sectors, 28 miles",32.55,74.8,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007007,1994,"PAK controlled sector of Kashmir, Nakyal area, villages of Dharoti, Lanjot, Dabs",34.55,73.33334,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007008,1994,"Kashmir along ceasefire line.",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007009,1994,"Pakistani controlled sector of Kashmir, in Rawalakot, Muzaffarabad, Kotli, Bhimb",33.86666,73.76667,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007006,1994,"PAK controlled sector of Kashmir, village of Tarkundi, Nikial area.",33.48333,74.06667,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007011,1995,"No location given for Bhutto speech.  Subject involves disputed territory of Kas",34.96667,76.15,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007012,1995,"Kashmir, line of control, Pakistani sector.",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007013,1995,"Kashmir, Poonch sector near line of control (LOC).",33.76667,74.1,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007014,1995,"Poonch sector of Indian Kashmir.",33.76667,74.1,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007015,1995,"India-Pakistan border in Kashmir.",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007016,1995,"Kashmir, Kupwara district.",34.06667,44.8,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007017,1995,"Kashmir, LOC, village of Sabzkot in Bhimber district; also Rawalakot and Kotli d",32.98333,74.5,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007018,1995,"Pakistani Kashmir, Neelum Valley.",33.58333,73.4,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007019,1995,"Indian sector of Kashmir, Poonch.",33.76667,74.1,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007020,1995,"Nanshera sector of Indian-controlled Kashmir.",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007021,1995,"Kahuta sector of Pakistani-controlled area of Kashmir,  across LOC.",33.58333,73.4,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007022,1995,"Kashmir, LOC, Titwal sector of Neelum Valley; also Pando and Chikothi sectors (P",34.6,72.65,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007010,1994,"PAK controlled sector of Kashmir, Nikial area.",33.48333,74.06667,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007024,1996,"No location given other than line of control between Indian and Pakistani zones",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007025,1996,"Border area of Sambah, 45 km from Jammu (winter capital of Kashmir).",32.53333,75.16666,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007026,1996,"Kot Katera in Nikyal sub-sector of Pakistani Kashmir.",32.71667,72.23333,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007027,1996,"South Charva Post in Sambah sector, 45 km from winter capital of Jammu and Kashm",32.53333,75.16666,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007028,1996,"Siachin Glacier, Kashmir.",35.66667,76.75,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007029,1996,"Neelum Valley, Athmugam village in Pakistani held Kashmir.",34.87806,74.03083,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007030,1996,"Pakistani sector of Kashmir; Leepa, Neelum Valley, Kiran, and Chirikot.",33.96667,74.1,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007031,1997,"Kargil, Indian sector of Kashmir.",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007032,1997,"Kargil area on border between Indian and Pakistani controlled sectors of Kashmir",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007033,1997,"Kashmir; border between Indian and Pakistani sectors in the Himalayas.  Areas in",35.33333,74.33334,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007034,1997,"Siachen Hills, Kashmir, town of Kargil",34.53333,76.2,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007035,1998,"Chandoo Chack village in Indian sector of Kashmir.",32.78333,73.13333,0
4007,"17","09",1993,"17","07",1999,5,3,6,20,5,1,1,1,0,"17/17/1993","17/17/1999",4007023,1996,"Akhnoor district of Indian Kashmir, plus 11 different sites along the line of co",32.86666,74.75,0
